;dominio;jornal;main;to_collect
1648;webmail.publico.pt/Pol%C3%ADtica;Publico;FALSE;TRUE
1649;ww2.publico.clix.pt/Pol%C3%ADtica;Publico;FALSE;TRUE
1650;ww2.publico.pt/Pol%C3%ADtica;Publico;FALSE;TRUE
1651;publico.pt/Sociedade;Publico;FALSE;FALSE
1652;publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1653;30segundos.publico.pt/Sociedade;Publico;FALSE;FALSE
1654;a.publico.pt/Sociedade;Publico;FALSE;FALSE
1655;acervo.publico.pt/Sociedade;Publico;FALSE;FALSE
1656;anuncios.publico.pt/Sociedade;Publico;FALSE;FALSE
1657;api.publico.pt/Sociedade;Publico;FALSE;FALSE
1658;arte.publico.pt/Sociedade;Publico;FALSE;FALSE
1659;assinaturas.publico.pt/Sociedade;Publico;FALSE;FALSE
1660;astronomia.publico.pt/Sociedade;Publico;FALSE;FALSE
1661;backoffice.cidades.publico.pt/Sociedade;Publico;FALSE;FALSE
1662;banners.publico.pt/Sociedade;Publico;FALSE;FALSE
1663;bd.publico.pt/Sociedade;Publico;FALSE;FALSE
1664;beta.publico.pt/Sociedade;Publico;FALSE;FALSE
1665;blogs.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1666;blogs.publico.pt/Sociedade;Publico;FALSE;FALSE
1667;blogues.publico.pt/Sociedade;Publico;FALSE;FALSE
1668;bo.p24.publico.pt/Sociedade;Publico;FALSE;FALSE
1669;bussola.publico.pt/Sociedade;Publico;FALSE;FALSE
1670;cidades.publico.pt/Sociedade;Publico;FALSE;FALSE
1671;cientistas.publico.pt/Sociedade;Publico;FALSE;FALSE
1672;cinecartaz.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1673;cinecartaz.publico.pt/Sociedade;Publico;FALSE;FALSE
1674;classificados.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1675;coleccoes.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1676;coleccoes.publico.pt/Sociedade;Publico;FALSE;FALSE
1677;comentarios.publico.pt/Sociedade;Publico;FALSE;FALSE
1678;comunique.publico.pt/Sociedade;Publico;FALSE;FALSE
1679;convites.publico.pt/Sociedade;Publico;FALSE;FALSE
1680;data.publico.pt/Sociedade;Publico;FALSE;FALSE
1681;desporto.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1682;desporto.publico.pt/Sociedade;Publico;FALSE;FALSE
1683;dev.publico.pt/Sociedade;Publico;FALSE;FALSE
1684;digital.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1685;digital.publico.pt/Sociedade;Publico;FALSE;FALSE
1686;dossiers.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1687;dossiers.publico.pt/Sociedade;Publico;FALSE;FALSE
1688;ebookmagnum.publico.pt/Sociedade;Publico;FALSE;FALSE
1689;economia.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1690;economia.publico.pt/Sociedade;Publico;FALSE;FALSE
1691;ecosfera.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1692;ecosfera.publico.pt/Sociedade;Publico;FALSE;FALSE
1693;editorporumdia.publico.pt/Sociedade;Publico;FALSE;FALSE
1694;eleicoes.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1695;eleicoes.publico.pt/Sociedade;Publico;FALSE;FALSE
1696;eleicoes2009.publico.pt/Sociedade;Publico;FALSE;FALSE
1697;emprego.publico.pt/Sociedade;Publico;FALSE;FALSE
1698;erro.publico.pt/Sociedade;Publico;FALSE;FALSE
1699;euro2004.publico.pt/Sociedade;Publico;FALSE;FALSE
1700;euro2008.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1701;euro2008.publico.pt/Sociedade;Publico;FALSE;FALSE
1702;feed.p24.publico.pt/Sociedade;Publico;FALSE;FALSE
1703;fonts.publico.pt/Sociedade;Publico;FALSE;FALSE
1704;fugas.publico.pt/Sociedade;Publico;FALSE;FALSE
1705;galerias.publico.pt/Sociedade;Publico;FALSE;FALSE
1706;i.publico.pt/Sociedade;Publico;FALSE;FALSE
1707;imagens.publico.pt/Sociedade;Publico;FALSE;FALSE
1708;imagens0.publico.pt/Sociedade;Publico;FALSE;FALSE
1709;imagens1.publico.pt/Sociedade;Publico;FALSE;FALSE
1710;imagens2.publico.pt/Sociedade;Publico;FALSE;FALSE
1711;imagens3.publico.pt/Sociedade;Publico;FALSE;FALSE
1712;imagens4.publico.pt/Sociedade;Publico;FALSE;FALSE
1713;imagens5.publico.pt/Sociedade;Publico;FALSE;FALSE
1714;imagens6.publico.pt/Sociedade;Publico;FALSE;FALSE
1715;imagens7.publico.pt/Sociedade;Publico;FALSE;FALSE
1716;imagens8.publico.pt/Sociedade;Publico;FALSE;FALSE
1717;imagens9.publico.pt/Sociedade;Publico;FALSE;FALSE
1718;imobiliario.publico.pt/Sociedade;Publico;FALSE;FALSE
1719;inimigo.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1720;inimigo.publico.pt/Sociedade;Publico;FALSE;FALSE
1721;ipsilon.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1722;ipsilon.publico.pt/Sociedade;Publico;FALSE;FALSE
1723;jogos.publico.pt/Sociedade;Publico;FALSE;FALSE
1724;jornal.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1725;jornal.publico.pt/Sociedade;Publico;FALSE;FALSE
1726;lazer.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1727;lazer.publico.pt/Sociedade;Publico;FALSE;FALSE
1728;leiloes.publico.pt/Sociedade;Publico;FALSE;FALSE
1729;lifestyle.publico.pt/Sociedade;Publico;FALSE;FALSE
1730;linguistica.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1731;linguistica.publico.pt/Sociedade;Publico;FALSE;FALSE
1732;login.publico.pt/Sociedade;Publico;FALSE;FALSE
1733;loja.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1734;loja.publico.pt/Sociedade;Publico;FALSE;FALSE
1735;m.cinecartaz.publico.pt/Sociedade;Publico;FALSE;FALSE
1736;m.lazer.publico.pt/Sociedade;Publico;FALSE;FALSE
1737;m.publico.pt/Sociedade;Publico;FALSE;FALSE
1738;mkt.publico.pt/Sociedade;Publico;FALSE;FALSE
1739;mobile.publico.pt/Sociedade;Publico;FALSE;FALSE
1740;moblog.publico.pt/Sociedade;Publico;FALSE;FALSE
1741;movel.publico.pt/Sociedade;Publico;FALSE;FALSE
1742;multimedia.publico.pt/Sociedade;Publico;FALSE;FALSE
1743;news.publico.pt/Sociedade;Publico;FALSE;FALSE
1744;newspapper.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1745;noite.publico.pt/Sociedade;Publico;FALSE;FALSE
1746;olimpicos2008.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1747;olimpicos2008.publico.pt/Sociedade;Publico;FALSE;FALSE
1748;org-publico.pt/Sociedade;Publico;FALSE;TRUE
1749;p.publico.pt/Sociedade;Publico;FALSE;FALSE
1750;p3-front1.publico.pt/Sociedade;Publico;FALSE;TRUE
1751;p3-front2.publico.pt/Sociedade;Publico;FALSE;TRUE
1752;p3.publico.pt/Sociedade;Publico;FALSE;FALSE
1753;p3srv1.publico.pt/Sociedade;Publico;FALSE;FALSE
1754;parceiros.publico.pt/Sociedade;Publico;FALSE;FALSE
1755;patrocinar.publico.pt/Sociedade;Publico;FALSE;FALSE
1756;pdf.publico.pt/Sociedade;Publico;FALSE;FALSE
1757;pesquisas.publico.pt/Sociedade;Publico;FALSE;FALSE
1758;pet.publico.pt/Sociedade;Publico;FALSE;FALSE
1759;plus.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1760;plus.publico.pt/Sociedade;Publico;FALSE;FALSE
1761;podium.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1762;podium.publico.pt/Sociedade;Publico;FALSE;FALSE
1763;praias.publico.pt/Sociedade;Publico;FALSE;FALSE
1764;promocoes.publico.pt/Sociedade;Publico;FALSE;FALSE
1765;s.publico.pt/Sociedade;Publico;FALSE;FALSE
1766;sa.publico.pt/Sociedade;Publico;FALSE;FALSE
1767;secure.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1768;sequeira.publico.pt/Sociedade;Publico;FALSE;FALSE
1769;static.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1770;static.publico.pt/Sociedade;Publico;FALSE;FALSE
1771;stream.publico.pt/Sociedade;Publico;FALSE;FALSE
1772;tempo.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1773;tempo.publico.pt/Sociedade;Publico;FALSE;FALSE
1774;tracker.publico.pt/Sociedade;Publico;FALSE;FALSE
1775;trofeu.publico.pt/Sociedade;Publico;FALSE;FALSE
1776;tv.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1777;ultimahora.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1778;ultimahora.publico.pt/Sociedade;Publico;FALSE;FALSE
1779;ultraleve.publico.pt/Sociedade;Publico;FALSE;FALSE
1780;uol.publico.pt/Sociedade;Publico;FALSE;FALSE
1781;viagens.publico.pt/Sociedade;Publico;FALSE;FALSE
1782;videos.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1783;videos.publico.pt/Sociedade;Publico;FALSE;FALSE
1784;webmail.publico.pt/Sociedade;Publico;FALSE;FALSE
1785;ww2.publico.clix.pt/Sociedade;Publico;FALSE;FALSE
1786;ww2.publico.pt/Sociedade;Publico;FALSE;FALSE
1787;publico.pt/shownews;Publico;FALSE;FALSE
1788;publico.clix.pt/shownews;Publico;FALSE;FALSE
1789;30segundos.publico.pt/shownews;Publico;FALSE;FALSE
1790;a.publico.pt/shownews;Publico;FALSE;FALSE
1791;acervo.publico.pt/shownews;Publico;FALSE;FALSE
1792;anuncios.publico.pt/shownews;Publico;FALSE;FALSE
1793;api.publico.pt/shownews;Publico;FALSE;FALSE
1794;arte.publico.pt/shownews;Publico;FALSE;FALSE
1795;assinaturas.publico.pt/shownews;Publico;FALSE;FALSE
1796;astronomia.publico.pt/shownews;Publico;FALSE;FALSE
1797;backoffice.cidades.publico.pt/shownews;Publico;FALSE;FALSE
1798;banners.publico.pt/shownews;Publico;FALSE;FALSE
1799;bd.publico.pt/shownews;Publico;FALSE;FALSE
1800;beta.publico.pt/shownews;Publico;FALSE;FALSE
1801;blogs.publico.clix.pt/shownews;Publico;FALSE;FALSE
1802;blogs.publico.pt/shownews;Publico;FALSE;FALSE
1803;blogues.publico.pt/shownews;Publico;FALSE;FALSE
1804;bo.p24.publico.pt/shownews;Publico;FALSE;FALSE
1805;bussola.publico.pt/shownews;Publico;FALSE;FALSE
1806;cidades.publico.pt/shownews;Publico;FALSE;FALSE
1807;cientistas.publico.pt/shownews;Publico;FALSE;FALSE
1808;cinecartaz.publico.clix.pt/shownews;Publico;FALSE;FALSE
1809;cinecartaz.publico.pt/shownews;Publico;FALSE;FALSE
1810;classificados.publico.clix.pt/shownews;Publico;FALSE;FALSE
1811;coleccoes.publico.clix.pt/shownews;Publico;FALSE;FALSE
1812;coleccoes.publico.pt/shownews;Publico;FALSE;FALSE
1813;comentarios.publico.pt/shownews;Publico;FALSE;FALSE
1814;comunique.publico.pt/shownews;Publico;FALSE;FALSE
1815;convites.publico.pt/shownews;Publico;FALSE;FALSE
1816;data.publico.pt/shownews;Publico;FALSE;FALSE
1817;desporto.publico.clix.pt/shownews;Publico;FALSE;FALSE
1818;desporto.publico.pt/shownews;Publico;FALSE;FALSE
1819;dev.publico.pt/shownews;Publico;FALSE;FALSE
1820;digital.publico.clix.pt/shownews;Publico;FALSE;FALSE
1821;digital.publico.pt/shownews;Publico;FALSE;FALSE
1822;dossiers.publico.clix.pt/shownews;Publico;FALSE;FALSE
1823;dossiers.publico.pt/shownews;Publico;FALSE;FALSE
1824;ebookmagnum.publico.pt/shownews;Publico;FALSE;FALSE
1825;economia.publico.clix.pt/shownews;Publico;FALSE;FALSE
1826;economia.publico.pt/shownews;Publico;FALSE;FALSE
1827;ecosfera.publico.clix.pt/shownews;Publico;FALSE;FALSE
1828;ecosfera.publico.pt/shownews;Publico;FALSE;FALSE
1829;editorporumdia.publico.pt/shownews;Publico;FALSE;FALSE
1830;eleicoes.publico.clix.pt/shownews;Publico;FALSE;FALSE
1831;eleicoes.publico.pt/shownews;Publico;FALSE;FALSE
1832;eleicoes2009.publico.pt/shownews;Publico;FALSE;FALSE
1833;emprego.publico.pt/shownews;Publico;FALSE;FALSE
1834;erro.publico.pt/shownews;Publico;FALSE;FALSE
1835;euro2004.publico.pt/shownews;Publico;FALSE;FALSE
1836;euro2008.publico.clix.pt/shownews;Publico;FALSE;FALSE
1837;euro2008.publico.pt/shownews;Publico;FALSE;FALSE
1838;feed.p24.publico.pt/shownews;Publico;FALSE;FALSE
1839;fonts.publico.pt/shownews;Publico;FALSE;FALSE
1840;fugas.publico.pt/shownews;Publico;FALSE;FALSE
1841;galerias.publico.pt/shownews;Publico;FALSE;FALSE
1842;i.publico.pt/shownews;Publico;FALSE;FALSE
1843;imagens.publico.pt/shownews;Publico;FALSE;FALSE
1844;imagens0.publico.pt/shownews;Publico;FALSE;FALSE
1845;imagens1.publico.pt/shownews;Publico;FALSE;FALSE
1846;imagens2.publico.pt/shownews;Publico;FALSE;FALSE
1847;imagens3.publico.pt/shownews;Publico;FALSE;FALSE
1848;imagens4.publico.pt/shownews;Publico;FALSE;FALSE
1849;imagens5.publico.pt/shownews;Publico;FALSE;FALSE
1850;imagens6.publico.pt/shownews;Publico;FALSE;FALSE
1851;imagens7.publico.pt/shownews;Publico;FALSE;FALSE
1852;imagens8.publico.pt/shownews;Publico;FALSE;FALSE
1853;imagens9.publico.pt/shownews;Publico;FALSE;FALSE
1854;imobiliario.publico.pt/shownews;Publico;FALSE;FALSE
1855;inimigo.publico.clix.pt/shownews;Publico;FALSE;FALSE
1856;inimigo.publico.pt/shownews;Publico;FALSE;FALSE
1857;ipsilon.publico.clix.pt/shownews;Publico;FALSE;FALSE
1858;ipsilon.publico.pt/shownews;Publico;FALSE;FALSE
1859;jogos.publico.pt/shownews;Publico;FALSE;FALSE
1860;jornal.publico.clix.pt/shownews;Publico;FALSE;FALSE
1861;jornal.publico.pt/shownews;Publico;FALSE;FALSE
1862;lazer.publico.clix.pt/shownews;Publico;FALSE;FALSE
1863;lazer.publico.pt/shownews;Publico;FALSE;FALSE
1864;leiloes.publico.pt/shownews;Publico;FALSE;FALSE
1865;lifestyle.publico.pt/shownews;Publico;FALSE;FALSE
1866;linguistica.publico.clix.pt/shownews;Publico;FALSE;FALSE
1867;linguistica.publico.pt/shownews;Publico;FALSE;FALSE
1868;login.publico.pt/shownews;Publico;FALSE;FALSE
1869;loja.publico.clix.pt/shownews;Publico;FALSE;FALSE
1870;loja.publico.pt/shownews;Publico;FALSE;FALSE
1871;m.cinecartaz.publico.pt/shownews;Publico;FALSE;FALSE
1872;m.lazer.publico.pt/shownews;Publico;FALSE;FALSE
1873;m.publico.pt/shownews;Publico;FALSE;FALSE
1874;mkt.publico.pt/shownews;Publico;FALSE;FALSE
1875;mobile.publico.pt/shownews;Publico;FALSE;FALSE
1876;moblog.publico.pt/shownews;Publico;FALSE;FALSE
1877;movel.publico.pt/shownews;Publico;FALSE;FALSE
1878;multimedia.publico.pt/shownews;Publico;FALSE;FALSE
1879;news.publico.pt/shownews;Publico;FALSE;FALSE
1880;newspapper.publico.clix.pt/shownews;Publico;FALSE;FALSE
1881;noite.publico.pt/shownews;Publico;FALSE;FALSE
1882;olimpicos2008.publico.clix.pt/shownews;Publico;FALSE;FALSE
1883;olimpicos2008.publico.pt/shownews;Publico;FALSE;FALSE
1884;org-publico.pt/shownews;Publico;FALSE;TRUE
1885;p.publico.pt/shownews;Publico;FALSE;FALSE
1886;p3-front1.publico.pt/shownews;Publico;FALSE;TRUE
1887;p3-front2.publico.pt/shownews;Publico;FALSE;TRUE
1888;p3.publico.pt/shownews;Publico;FALSE;FALSE
1889;p3srv1.publico.pt/shownews;Publico;FALSE;FALSE
1890;parceiros.publico.pt/shownews;Publico;FALSE;FALSE
1891;patrocinar.publico.pt/shownews;Publico;FALSE;FALSE
1892;pdf.publico.pt/shownews;Publico;FALSE;FALSE
1893;pesquisas.publico.pt/shownews;Publico;FALSE;FALSE
1894;pet.publico.pt/shownews;Publico;FALSE;FALSE
1895;plus.publico.clix.pt/shownews;Publico;FALSE;FALSE
1896;plus.publico.pt/shownews;Publico;FALSE;FALSE
1897;podium.publico.clix.pt/shownews;Publico;FALSE;FALSE
1898;podium.publico.pt/shownews;Publico;FALSE;FALSE
1899;praias.publico.pt/shownews;Publico;FALSE;FALSE
1900;promocoes.publico.pt/shownews;Publico;FALSE;FALSE
1901;s.publico.pt/shownews;Publico;FALSE;FALSE
1902;sa.publico.pt/shownews;Publico;FALSE;FALSE
1903;secure.publico.clix.pt/shownews;Publico;FALSE;FALSE
1904;sequeira.publico.pt/shownews;Publico;FALSE;FALSE
1905;static.publico.clix.pt/shownews;Publico;FALSE;FALSE
1906;static.publico.pt/shownews;Publico;FALSE;FALSE
1907;stream.publico.pt/shownews;Publico;FALSE;FALSE
1908;tempo.publico.clix.pt/shownews;Publico;FALSE;FALSE
1909;tempo.publico.pt/shownews;Publico;FALSE;FALSE
1910;tracker.publico.pt/shownews;Publico;FALSE;FALSE
1911;trofeu.publico.pt/shownews;Publico;FALSE;FALSE
1912;tv.publico.clix.pt/shownews;Publico;FALSE;FALSE
1913;ultimahora.publico.clix.pt/shownews;Publico;FALSE;FALSE
1914;ultimahora.publico.pt/shownews;Publico;FALSE;FALSE
1915;ultraleve.publico.pt/shownews;Publico;FALSE;FALSE
1916;uol.publico.pt/shownews;Publico;FALSE;FALSE
1917;viagens.publico.pt/shownews;Publico;FALSE;FALSE
1918;videos.publico.clix.pt/shownews;Publico;FALSE;FALSE
1919;videos.publico.pt/shownews;Publico;FALSE;FALSE
1920;webmail.publico.pt/shownews;Publico;FALSE;FALSE
1921;ww2.publico.clix.pt/shownews;Publico;FALSE;FALSE
1922;ww2.publico.pt/shownews;Publico;FALSE;FALSE
1923;publico.pt/2018;Publico;FALSE;FALSE
1924;publico.clix.pt/2018;Publico;FALSE;FALSE
1925;30segundos.publico.pt/2018;Publico;FALSE;FALSE
1926;a.publico.pt/2018;Publico;FALSE;FALSE
1927;acervo.publico.pt/2018;Publico;FALSE;FALSE
1928;anuncios.publico.pt/2018;Publico;FALSE;FALSE
1929;api.publico.pt/2018;Publico;FALSE;FALSE
1930;arte.publico.pt/2018;Publico;FALSE;FALSE
1931;assinaturas.publico.pt/2018;Publico;FALSE;FALSE
1932;astronomia.publico.pt/2018;Publico;FALSE;FALSE
1933;backoffice.cidades.publico.pt/2018;Publico;FALSE;FALSE
1934;banners.publico.pt/2018;Publico;FALSE;FALSE
1935;bd.publico.pt/2018;Publico;FALSE;FALSE
1936;beta.publico.pt/2018;Publico;FALSE;FALSE
1937;blogs.publico.clix.pt/2018;Publico;FALSE;FALSE
1938;blogs.publico.pt/2018;Publico;FALSE;FALSE
1939;blogues.publico.pt/2018;Publico;FALSE;FALSE
1940;bo.p24.publico.pt/2018;Publico;FALSE;FALSE
1941;bussola.publico.pt/2018;Publico;FALSE;FALSE
1942;cidades.publico.pt/2018;Publico;FALSE;FALSE
1943;cientistas.publico.pt/2018;Publico;FALSE;FALSE
1944;cinecartaz.publico.clix.pt/2018;Publico;FALSE;FALSE
1945;cinecartaz.publico.pt/2018;Publico;FALSE;FALSE
1946;classificados.publico.clix.pt/2018;Publico;FALSE;FALSE
1947;coleccoes.publico.clix.pt/2018;Publico;FALSE;FALSE
1948;coleccoes.publico.pt/2018;Publico;FALSE;FALSE
1949;comentarios.publico.pt/2018;Publico;FALSE;FALSE
1950;comunique.publico.pt/2018;Publico;FALSE;FALSE
1951;convites.publico.pt/2018;Publico;FALSE;FALSE
1952;data.publico.pt/2018;Publico;FALSE;FALSE
1953;desporto.publico.clix.pt/2018;Publico;FALSE;FALSE
1954;desporto.publico.pt/2018;Publico;FALSE;FALSE
1955;dev.publico.pt/2018;Publico;FALSE;FALSE
1956;digital.publico.clix.pt/2018;Publico;FALSE;FALSE
1957;digital.publico.pt/2018;Publico;FALSE;FALSE
1958;dossiers.publico.clix.pt/2018;Publico;FALSE;FALSE
1959;dossiers.publico.pt/2018;Publico;FALSE;FALSE
1960;ebookmagnum.publico.pt/2018;Publico;FALSE;FALSE
1961;economia.publico.clix.pt/2018;Publico;FALSE;FALSE
1962;economia.publico.pt/2018;Publico;FALSE;FALSE
1963;ecosfera.publico.clix.pt/2018;Publico;FALSE;FALSE
1964;ecosfera.publico.pt/2018;Publico;FALSE;FALSE
1965;editorporumdia.publico.pt/2018;Publico;FALSE;FALSE
1966;eleicoes.publico.clix.pt/2018;Publico;FALSE;FALSE
1967;eleicoes.publico.pt/2018;Publico;FALSE;FALSE
1968;eleicoes2009.publico.pt/2018;Publico;FALSE;FALSE
1969;emprego.publico.pt/2018;Publico;FALSE;FALSE
1970;erro.publico.pt/2018;Publico;FALSE;FALSE
1971;euro2004.publico.pt/2018;Publico;FALSE;FALSE
1972;euro2008.publico.clix.pt/2018;Publico;FALSE;FALSE
1973;euro2008.publico.pt/2018;Publico;FALSE;FALSE
1974;feed.p24.publico.pt/2018;Publico;FALSE;FALSE
1975;fonts.publico.pt/2018;Publico;FALSE;FALSE
1976;fugas.publico.pt/2018;Publico;FALSE;FALSE
1977;galerias.publico.pt/2018;Publico;FALSE;FALSE
1978;i.publico.pt/2018;Publico;FALSE;FALSE
1979;imagens.publico.pt/2018;Publico;FALSE;FALSE
1980;imagens0.publico.pt/2018;Publico;FALSE;FALSE
1981;imagens1.publico.pt/2018;Publico;FALSE;FALSE
1982;imagens2.publico.pt/2018;Publico;FALSE;FALSE
1983;imagens3.publico.pt/2018;Publico;FALSE;FALSE
1984;imagens4.publico.pt/2018;Publico;FALSE;FALSE
1985;imagens5.publico.pt/2018;Publico;FALSE;FALSE
1986;imagens6.publico.pt/2018;Publico;FALSE;FALSE
1987;imagens7.publico.pt/2018;Publico;FALSE;FALSE
1988;imagens8.publico.pt/2018;Publico;FALSE;FALSE
1989;imagens9.publico.pt/2018;Publico;FALSE;FALSE
1990;imobiliario.publico.pt/2018;Publico;FALSE;FALSE
1991;inimigo.publico.clix.pt/2018;Publico;FALSE;FALSE
1992;inimigo.publico.pt/2018;Publico;FALSE;FALSE
1993;ipsilon.publico.clix.pt/2018;Publico;FALSE;FALSE
1994;ipsilon.publico.pt/2018;Publico;FALSE;FALSE
1995;jogos.publico.pt/2018;Publico;FALSE;FALSE
1996;jornal.publico.clix.pt/2018;Publico;FALSE;FALSE
1997;jornal.publico.pt/2018;Publico;FALSE;FALSE
1998;lazer.publico.clix.pt/2018;Publico;FALSE;FALSE
1999;lazer.publico.pt/2018;Publico;FALSE;FALSE
2000;leiloes.publico.pt/2018;Publico;FALSE;FALSE
2001;lifestyle.publico.pt/2018;Publico;FALSE;FALSE
2002;linguistica.publico.clix.pt/2018;Publico;FALSE;FALSE
2003;linguistica.publico.pt/2018;Publico;FALSE;FALSE
2004;login.publico.pt/2018;Publico;FALSE;FALSE
2005;loja.publico.clix.pt/2018;Publico;FALSE;FALSE
2006;loja.publico.pt/2018;Publico;FALSE;FALSE
2007;m.cinecartaz.publico.pt/2018;Publico;FALSE;FALSE
2008;m.lazer.publico.pt/2018;Publico;FALSE;FALSE
2009;m.publico.pt/2018;Publico;FALSE;FALSE
2010;mkt.publico.pt/2018;Publico;FALSE;FALSE
2011;mobile.publico.pt/2018;Publico;FALSE;FALSE
2012;moblog.publico.pt/2018;Publico;FALSE;FALSE
2013;movel.publico.pt/2018;Publico;FALSE;FALSE
2014;multimedia.publico.pt/2018;Publico;FALSE;FALSE
2015;news.publico.pt/2018;Publico;FALSE;FALSE
2016;newspapper.publico.clix.pt/2018;Publico;FALSE;FALSE
2017;noite.publico.pt/2018;Publico;FALSE;FALSE
2018;olimpicos2008.publico.clix.pt/2018;Publico;FALSE;FALSE
2019;olimpicos2008.publico.pt/2018;Publico;FALSE;FALSE
2020;org-publico.pt/2018;Publico;FALSE;TRUE
2021;p.publico.pt/2018;Publico;FALSE;FALSE
2022;p3-front1.publico.pt/2018;Publico;FALSE;TRUE
2023;p3-front2.publico.pt/2018;Publico;FALSE;TRUE
2024;p3.publico.pt/2018;Publico;FALSE;FALSE
2025;p3srv1.publico.pt/2018;Publico;FALSE;FALSE
2026;parceiros.publico.pt/2018;Publico;FALSE;FALSE
2027;patrocinar.publico.pt/2018;Publico;FALSE;FALSE
2028;pdf.publico.pt/2018;Publico;FALSE;FALSE
2029;pesquisas.publico.pt/2018;Publico;FALSE;FALSE
2030;pet.publico.pt/2018;Publico;FALSE;FALSE
2031;plus.publico.clix.pt/2018;Publico;FALSE;FALSE
2032;plus.publico.pt/2018;Publico;FALSE;FALSE
2033;podium.publico.clix.pt/2018;Publico;FALSE;FALSE
2034;podium.publico.pt/2018;Publico;FALSE;FALSE
2035;praias.publico.pt/2018;Publico;FALSE;FALSE
2036;promocoes.publico.pt/2018;Publico;FALSE;FALSE
2037;s.publico.pt/2018;Publico;FALSE;FALSE
2038;sa.publico.pt/2018;Publico;FALSE;FALSE
2039;secure.publico.clix.pt/2018;Publico;FALSE;FALSE
2040;sequeira.publico.pt/2018;Publico;FALSE;FALSE
2041;static.publico.clix.pt/2018;Publico;FALSE;FALSE
2042;static.publico.pt/2018;Publico;FALSE;FALSE
2043;stream.publico.pt/2018;Publico;FALSE;FALSE
2044;tempo.publico.clix.pt/2018;Publico;FALSE;FALSE
2045;tempo.publico.pt/2018;Publico;FALSE;FALSE
2046;tracker.publico.pt/2018;Publico;FALSE;FALSE
2047;trofeu.publico.pt/2018;Publico;FALSE;FALSE
2048;tv.publico.clix.pt/2018;Publico;FALSE;FALSE
2049;ultimahora.publico.clix.pt/2018;Publico;FALSE;FALSE
2050;ultimahora.publico.pt/2018;Publico;FALSE;FALSE
2051;ultraleve.publico.pt/2018;Publico;FALSE;FALSE
2052;uol.publico.pt/2018;Publico;FALSE;FALSE
2053;viagens.publico.pt/2018;Publico;FALSE;FALSE
2054;videos.publico.clix.pt/2018;Publico;FALSE;FALSE
2055;videos.publico.pt/2018;Publico;FALSE;FALSE
2056;webmail.publico.pt/2018;Publico;FALSE;FALSE
2057;ww2.publico.clix.pt/2018;Publico;FALSE;FALSE
2058;ww2.publico.pt/2018;Publico;FALSE;FALSE
2059;publico.pt/default;Publico;FALSE;FALSE
2060;publico.clix.pt/default;Publico;FALSE;FALSE
2061;30segundos.publico.pt/default;Publico;FALSE;FALSE
2062;a.publico.pt/default;Publico;FALSE;FALSE
2063;acervo.publico.pt/default;Publico;FALSE;FALSE
2064;anuncios.publico.pt/default;Publico;FALSE;FALSE
2065;api.publico.pt/default;Publico;FALSE;FALSE
2066;arte.publico.pt/default;Publico;FALSE;FALSE
2067;assinaturas.publico.pt/default;Publico;FALSE;FALSE
2068;astronomia.publico.pt/default;Publico;FALSE;FALSE
2069;backoffice.cidades.publico.pt/default;Publico;FALSE;FALSE
2070;banners.publico.pt/default;Publico;FALSE;FALSE
2071;bd.publico.pt/default;Publico;FALSE;FALSE
2072;beta.publico.pt/default;Publico;FALSE;FALSE
2073;blogs.publico.clix.pt/default;Publico;FALSE;FALSE
2074;blogs.publico.pt/default;Publico;FALSE;FALSE
2075;blogues.publico.pt/default;Publico;FALSE;FALSE
2076;bo.p24.publico.pt/default;Publico;FALSE;FALSE
2077;bussola.publico.pt/default;Publico;FALSE;FALSE
2078;cidades.publico.pt/default;Publico;FALSE;FALSE
2079;cientistas.publico.pt/default;Publico;FALSE;FALSE
2080;cinecartaz.publico.clix.pt/default;Publico;FALSE;FALSE
